Advertiser_ID,Advertiser_Name,Public_IDs_List,Regions,Elections,Total_Creatives,Spend_USD,Spend_EUR,Spend_INR,Spend_BGN,Spend_HRK,Spend_CZK,Spend_DKK,Spend_HUF,Spend_PLN,Spend_RON,Spend_SEK,Spend_GBP,Spend_NZD
AR1228360646656000,MORE TREATMENT FOR A BETTER OREGON: YES ON 110,Registered in Oregon 20825,US,US-Federal,8,200,150,12500,275,1100,4000,1000,52500,600,675,1500,150,200
AR123113141595799552,"PATIENTS AND CAREGIVERS TO PROTECT DIALYSIS PATIENTS, SPONSORED  BY THE CALIFORNIA DIALYSIS COUNCIL",EIN ID 95-3778604,US,US-Federal,41,6300,5450,432000,10650,40200,141000,40500,1762500,23500,25425,56250,4800,9200
AR123368228293443584,LYNN AFENDOULIS FOR CONGRESS,EIN ID 84-2230151,US,US-Federal,17,2700,2350,197000,4600,17600,61000,17500,802500,10300,11250,24750,2100,4000
AR123455089712037888,MICHAEL WALTZ FOR CONGRESS,EIN ID 82-4088281,US,US-Federal,7,600,500,40750,1000,3800,13000,4000,172500,2200,2475,5250,450,800
AR123635684496900096,"GOP SCOUTS, INC.",EIN ID 83-1486714,US,US-Federal,421,13800,12000,1014250,23500,89200,310000,89500,3892500,51700,56025,124500,10600,21200
AR123769069001244672,FRIENDS OF TODD YOUNG,FEC ID C00459255,US,US-Federal,1,400,300,27250,625,2400,9000,2500,112500,1400,1575,3000,300,600
AR124309891283156992,DREW SPRINGER JR.,Registered in Texas 00067769,US,US-Federal,1,0,50,2250,50,200,1000,0,7500,100,150,0,0,0
AR124593908880506880,Vapaus ry,,"EU, FI",EU-Parliament,20,300,250,20250,500,1900,7000,2000,82500,1100,1200,3000,200,400
AR124650877326721024,Nikki Fried for Florida,EIN ID 83-0865553,US,US-Federal,28,42000,36700,3028250,71825,273000,948000,274000,11865000,158100,171000,382500,32600,63400
AR124709495040376832,Slovenská národná strana,,"EU, SK",EU-Parliament,72,11800,10900,846250,21275,81000,274000,81500,3652500,46600,52125,115500,9150,18600
AR124753131908104192,CITIZENS FOR TODD EACHUS,EIN ID 84-4895514,US,US-Federal,39,1700,1550,130250,3000,11500,41000,11500,532500,6800,7425,15750,1350,2600
AR124792370729320448,AMERICAN LEADERSHIP COMMITTEE,EIN ID 83-1273004,US,US-Federal,144,47300,41450,3465250,81100,308200,1071000,309500,13417500,178700,193575,429750,36500,72000
AR124854905453150208,FRIENDS OF EARL GRANVILLE,EIN ID 84-3810420,US,US-Federal,12,1400,1250,106750,2475,9600,34000,9500,442500,5700,6150,13500,1150,2200
AR124967880272904192,FRIENDS FOR THORNTON,FEC ID C00664797,US,US-Federal,13,900,800,63750,1525,5900,21000,6000,270000,3500,3750,8250,700,1400
AR124971384966217728,VOTEMATTNIELSEN,Registered in Arizona,US,US-Federal,1,200,150,12500,275,1100,4000,1000,52500,600,675,1500,150,200
AR12498698428743680,NÁRODNÁ KOALÍCIA,,"EU, SK",EU-Parliament,7,3400,3050,237250,5950,22600,78000,22500,982500,13100,14475,32250,2650,5200
AR125066011685683200,PETER MATHEWS FOR CONGRESS,FEC ID C00720136,US,US-Federal,1,0,0,750,25,100,0,0,0,0,75,0,0,0
AR125281515964727296,DICKINSON FOR CONGRESS COMMITTEE,EIN ID 83-4277178,US,US-Federal,10,4900,4500,372500,8775,34000,121000,33500,1567500,20000,21675,48000,4050,8000
AR125556325152194560,MICHIGAN FREEDOM NETWORK,EIN ID 46-1903394,US,US-Federal,4,1200,1050,89250,2025,7800,27000,7500,360000,4600,5025,10500,950,1800
AR125746952980660224,REBEKAH FOR NEWTOWN 2020,EIN ID 84-4633608,US,US-Federal,1,100,50,6250,150,500,2000,500,22500,300,375,750,50,200
AR125830103547510784,JESSE JENSEN FOR CONGRESS,FEC ID C00720870,US,US-Federal,2,600,550,46000,1025,3900,14000,4000,180000,2300,2550,5250,500,1000
AR126043958559113216,CALIFORNIA ALLIANCE FOR JOBS,EIN ID 94-3212041,US,US-Federal,63,2600,2400,199250,4725,18300,66000,18000,847500,11000,11700,25500,2150,4400
AR126301244280012800,TASK FORCE GRIGGS FOR CONGRESS,FEC ID C00741397,US,US-Federal,3,0,50,3500,75,300,1000,500,15000,200,225,750,50,0
AR126546297934053376,DAVID FOX,,US,US-Federal,1,0,0,500,25,0,0,0,0,0,0,0,0,0
AR126621202163695616,JOSH HICKS FOR CONGRESS,FEC ID C00714279,US,US-Federal,56,10100,8500,746250,16675,64200,224000,63500,3015000,37600,41325,88500,7650,15200
AR126746477769785344,"Arco Estrategias de Marketing, S.L.",,"ES, EU",EU-Parliament,65,2500,2200,173750,4350,16500,57000,16500,720000,9600,10575,24000,1950,3800
AR126754861545947136,RE-ELECT JAMES SIMON COMMITTEE,EIN ID 84-4659721,US,US-Federal,3,400,400,32250,750,2900,10000,3000,127500,1700,1875,4500,350,600
AR127323446496460800,FRIENDS OF GEORGE FLINN,FEC ID C00608406,US,US-Federal,17,5900,5050,404750,9875,37300,131000,37500,1642500,22000,23550,52500,4450,8600
AR127338633500819456,ASHLEY HINSON FOR CONGRESS,FEC ID C00706267,US,US-Federal,4,400,300,27000,600,2300,8000,2500,105000,1400,1500,3000,300,600
AR127494283115626496,STEFAN FOR CONGRESS,FEC ID C00735811,US,US-Federal,2,700,650,53750,1300,5000,17000,5000,232500,2900,3150,7500,600,1200
AR12758595489759232,GOLD SKY VENTURES LLC,EIN ID 82-0729218,US,US-Federal,6,3900,3600,295500,7000,27200,97000,26500,1260000,16300,17250,38250,3150,6400
AR127820563191169024,MSZP,,"EU, HU",EU-Parliament,23,900,800,62250,1550,5900,21000,6000,262500,3400,3750,8250,700,1400
AR128018337845215232,DNC SERVICES CORP / DEMOCRATIC NATIONAL COMMITTEE,FEC ID C00010603,US,US-Federal,3327,2465000,2162250,181114000,4229325,16223500,56741000,16121000,737752500,9493500,10362150,22642500,1926650,3790600
AR128025209792888832,Evropa společně,,"CZ, EU",EU-Parliament,8,1900,1650,130250,3250,12300,43000,12500,540000,7200,7950,18000,1450,2800
AR128081903361196032,UNLOCK MICHIGAN,EIN ID 85-1327904,US,US-Federal,1,1700,1450,127250,2850,11000,39000,11000,517500,6500,7050,15000,1300,2600
AR128295758372798464,MISSOURI STATE DEMOCRATIC COMMITTEE,EIN ID 44-0222815,US,US-Federal,2,700,650,52250,1225,4700,16000,4500,202500,2700,2925,6750,550,1000
AR128452713657663488,CYNDI OTTESON FOR CITY COUNCIL 2020,Registered in California,US,US-Federal,14,3900,3600,282250,7075,27000,91000,27000,1222500,15500,17325,38250,3050,6200
AR128771846907625472,LYNDA BENNETT FOR CONGRESS,FEC ID C00732099,US,US-Federal,3,900,800,68750,1575,6100,21000,6000,277500,3600,3900,8250,700,1400
AR128797891589308416,FUTURE45,FEC ID C00574533,US,US-Federal,2,17600,15500,1285250,30275,115100,400000,115500,4987500,66800,72150,159750,13600,26600
AR129006661359632384,NATIONAL WILDLIFE FEDERATION,EIN ID 53-0204616,US,US-Federal,4,3800,3400,279500,6675,25600,87000,25500,1140000,14700,16425,36000,2950,6000
AR129171931701182464,EILEEN KIELY FOR OREGON,Registered in Oregon,US,US-Federal,2,200,150,13500,300,1200,4000,1000,52500,700,750,1500,150,200
AR129174543041298432,SEAN REYES FOR ATTORNEY GENERAL,EIN ID 45-3456983,US,US-Federal,10,22000,19700,1665250,38525,149100,529000,147000,6855000,88000,95325,207000,17650,34600
AR129188218217168896,THE REPUBLICAN PARTY OF WISCONSIN,EIN ID 39-0731529,US,US-Federal,3,29300,25750,2148000,50325,191300,665000,192000,8310000,110900,120000,266250,22650,44400
AR12920154979565568,Sustainable New Zealand Party,,NZ,,190,5000,4250,370250,8275,31800,111000,31500,1492500,18700,20475,43500,3800,7600
AR129367507331973120,KARYN MAYNARD,,US,US-Federal,14,1700,1550,121250,3025,11600,39000,11500,525000,6600,7425,16500,1300,2600
AR129396163353772032,JOHN BELL FOR STATE SENATE,EIN ID 83-1655345,US,US-Federal,14,57000,51200,4041250,100150,381500,1308000,382500,16837500,218400,243450,549000,44200,89000
AR129398568535457792,Tomáš Zdechovský,,"CZ, EU",EU-Parliament,4,100,50,5500,125,500,2000,500,22500,300,300,750,50,200
AR129592288740376576,Venstre på Østerbro,,"DK, EU",EU-Parliament,47,5500,4950,384750,9650,36600,127000,37000,1597500,21100,23400,52500,4350,8400
AR12988118542057472,START,,"DE, EU, HR, SI",EU-Parliament,4,2000,1850,145250,3600,13700,47000,14000,607500,7900,8775,19500,1550,3200
AR12998976219381760,ROGER WILLIAMS FOR U S CONGRESS COMMITTEE,FEC ID C00498121,US,US-Federal,22,4800,4300,336500,8425,32000,110000,32000,1402500,18500,20550,45000,3700,7200
AR13000625486823424,"SALEM WEB NETWORK, LLC",EIN ID 52-2141739,US,US-Federal,131,520900,460300,37109750,900275,3424600,11887000,3434500,151537500,1989700,2174325,4827750,406350,791000
AR130270137658900480,WALTERS FOR CONGRESS,FEC ID C00546853,US,US-Federal,41,3400,2950,245000,5775,21900,76000,22000,952500,12700,13725,30750,2600,5200
AR130280376860934144,"CALIFORNIANS FOR SAFE SCHOOLS AND HEALTHY LEARNING, YES ON PROP 13, A COMMITTEE SUPPORTED BY GOVERNOR NEWSOM, TE",EIN ID 84-3291554,US,US-Federal,1,16900,15400,1206750,30100,114700,386000,115000,5190000,65600,73350,162750,13050,26200
AR130300168070234112,HUDSON FOR CONGRESS,FEC ID C00504522,US,US-Federal,23,11100,9650,801500,18850,71600,249000,72000,3150000,41600,45075,99750,8500,16600
AR130306833859477504,FRIENDS OF DANIEL SPARKMAN,EIN ID 83-4323123,US,US-Federal,19,300,250,21000,525,2000,7000,2000,82500,1100,1275,3000,250,400
AR130338994574589952,PRAGER UNIVERSITY FOUNDATION,EIN ID 27-1763901,US,US-Federal,98,747200,669150,54092750,1308825,4998600,17403000,4994500,225397500,2915300,3194700,7094250,590050,1162000
AR131004405267824640,Provincia autonoma di Trento,,"EU, IT",EU-Parliament,1,0,50,3250,75,300,1000,500,15000,200,150,750,50,0
AR131396037565743104,MIKE BISHOP FOR CONGRESS,FEC ID C00561001,US,US-Federal,19,38900,34000,2837750,66500,252800,878000,253500,10972500,146600,158475,351750,29900,58600
AR131464344725618688,FRIENDS FOR JEN KIGGANS,EIN ID 83-4236165,US,US-Federal,11,1100,1000,76750,1925,7300,25000,7500,330000,4300,4650,10500,900,1800
AR131641366097690624,FRIENDS OF VENNIA FRANCOIS FOR CONGRESS,EIN ID 82-3938952,US,US-Federal,4,2700,2450,200750,4825,18500,64000,18500,847500,10800,11850,26250,2150,4200
AR131651811458154496,Jayprakash Murli Prajapati,,IN,IN-General,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AR131699502775009280,ANITA FOR ARIZONA,FEC ID C00655134,US,US-Federal,27,10000,8700,738250,17000,64800,226000,65000,2902500,37900,41100,90000,7750,15200
AR131714208743030784,RATLIFF ENTERPRISES,EIN ID 86-0859865,US,US-Federal,3,200,150,13500,325,1300,4000,1500,60000,700,825,1500,150,200
AR131741627814248448,LAWRENCE B LEVIT,,US,US-Federal,1,100,50,4500,100,400,2000,500,22500,300,300,750,50,200
AR13176547347267584,PENSLER FOR SENATE,FEC ID C00663278,US,US-Federal,55,36600,31450,2506000,61475,232500,810000,234000,10147500,135200,146175,324000,27850,53800
AR13186786549301248,FRIENDS OF DEBRA RODMAN,EIN ID 83-3913680,US,US-Federal,2,18500,16650,1310500,32525,123900,426000,124500,5482500,71000,79125,178500,14400,29000
AR13206577758601216,MYRNA MELGAR FOR SUPERVISOR 2020,Registered in California 1425021,US,US-Federal,36,10900,9650,778750,18825,71700,249000,72000,3195000,41600,45675,102000,8500,16600
AR132193046056927232,SOUTHERN ENVIRONMENTAL LAW CENTER,EIN ID 52-1436778,US,US-Federal,118,15900,14100,1176750,27575,106000,369000,105000,4852500,61900,68025,147750,12550,24600
AR132289734360694784,DAVID STEELE,,US,US-Federal,26,400,300,26250,600,2300,8000,2500,97500,1300,1425,3000,250,600
AR132631338879549440,Lietuvos Respublikos liberalų sąjūdis,,"EU, LT",EU-Parliament,297,10700,9600,756250,18800,71400,248000,71500,3142500,41500,45750,102750,8450,16400
AR133067089081532416,UDAYA CHANDRA DESAM PARTY,,IN,IN-General,1,0,0,750,25,100,0,0,0,0,75,0,0,0
AR133153194585882624,FRICKE FOR CONGRESS,FEC ID C00718643,US,US-Federal,19,100,100,6500,150,600,2000,500,30000,400,375,750,50,200
AR133630039034953728,OPPORTUNITY ARIZONA,EIN ID 84-3103154,US,US-Federal,12,6200,5650,467500,11025,42800,153000,42000,1980000,25500,27300,61500,5100,10400
AR133658076581462016,CALIFORNIA TEACHERS ASSOCIATION,FEC ID C90013756,US,US-Federal,2,6300,5550,433000,10825,40900,141000,41500,1792500,23500,26175,58500,4950,9400
AR133954394965147648,"AMERICAN CONSERVATION COALITION, INC.",EIN ID 82-2038028,US,US-Federal,1,0,0,250,0,0,0,0,0,0,0,0,0,0
AR133964496728227840,GALE PARTNERS LLC,EIN ID 38-3970400,US,US-Federal,832,5700,4950,413750,9675,36700,128000,37000,1597500,21300,23100,51000,4350,8600
AR134039538396823552,Freie Demokratische Partei (FDP),,"DE, EU",EU-Parliament,452,48200,43450,3392500,84975,322600,1119000,324500,14302500,187400,206700,467250,38150,75000
AR134249682556682240,Marek Frťala #hlavnesanetrebabat,,"EU, SK",EU-Parliament,5,200,150,13500,350,1300,4000,1500,60000,700,825,1500,150,200
AR134254767797960704,JOSH HARDER FOR CONGRESS,FEC ID C00639146,US,US-Federal,87,266500,230350,19412500,450550,1712300,5938000,1718000,75172500,991800,1077150,2395500,204300,405600
AR134358121890971648,TJ COX FOR CONGRESS,FEC ID C00648956,US,US-Federal,29,59100,50600,4382750,98975,379200,1327000,377000,17460000,222400,242850,522750,45400,89200
AR134434056912764928,MATTHEW MENEZES,,US,US-Federal,40,1100,1000,84250,1975,7700,27000,7500,352500,4600,4875,10500,900,1800
AR134773737286270976,"JASON LEWIS FOR CONGRESS, INC.",FEC ID C00589234,US,US-Federal,12,67900,58850,4870750,115075,437000,1515000,439000,19027500,253100,273900,612000,52200,102400
AR135010682042056704,"UAB ""BPN LT""",,"DE, ES, EU, IE, LT, LV, PL, SE",EU-Parliament,248,15200,13200,1103750,25800,98800,344000,98500,4530000,57700,63450,138750,11700,23000
AR135243915946098688,COMMITTEE TO ELECT DAN FOREST,EIN ID 45-0633728,US,US-Federal,9,8400,7600,613250,14825,56900,197000,56500,2595000,33100,36450,81000,6600,13400
AR13594361765822464,GEORGE SCOTT FOR CONGRESS,FEC ID C00640961,US,US-Federal,29,8600,7450,630500,14600,55400,193000,55500,2415000,32100,34800,77250,6550,13200
AR135943617658224640,BALDERSON FOR CONGRESS,FEC ID C00662650,US,US-Federal,16,1900,1650,130750,3175,12100,42000,12000,525000,7000,7575,17250,1450,2800
AR136066488082628608,AMERICAN FUEL & PETROCHEMICAL MANUFACTURERS,EIN ID 53-0115970,US,US-Federal,4,4300,3850,304000,7575,28700,100000,29000,1282500,16800,18375,41250,3400,6800
AR136122906773028864,ZACHARY MONAHAN,,US,US-Federal,6,2500,2250,189000,4425,17100,61000,17000,787500,10100,10950,24000,2000,4000
AR136416613816598528,YASH MORI,,US,US-Federal,1,0,50,3000,75,300,1000,500,15000,200,150,0,50,0
AR136630949864538112,PEACE OFFICERS RESEARCH ASSOCIATION OF CALIFORNIA,EIN ID 23-7077256,US,US-Federal,33,200,200,16000,400,1500,5000,1500,67500,900,975,2250,200,400
AR137025537099956224,VERN BUCHANAN FOR CONGRESS,FEC ID C00412759,US,US-Federal,48,18000,15550,1293250,30450,115800,401000,116000,5115000,67100,72900,162750,13850,27200
AR137146483379011584,MULLIN FOR CONGRESS,FEC ID C00498345,US,US-Federal,11,18300,15950,1300500,31200,118500,414000,119000,5220000,69100,74700,165000,14100,27400
AR137332094685675520,FISHBEIN FOR CONNECTICUT,EIN ID 81-2314477,US,US-Federal,3,800,650,56000,1250,4800,17000,5000,225000,2800,3075,6750,600,1200
AR137471732662403072,GUIDO WEISS FOR CONGRESS,FEC ID C00737320,US,US-Federal,5,400,300,27000,625,2400,8000,2500,112500,1400,1575,3000,300,600
AR137516606480711680,Bridgwater and West Somerset Liberal Democrats,,"DE, EU, FR, GB, IE, NL",EU-Parliament,18,900,850,66500,1650,6300,22000,6500,277500,3600,4050,9000,700,1400
AR137577217059192832,ENVIRONMENTAL DEFENSE FUND INCORPORATED,EIN ID 11-6107128,US,US-Federal,2,700,600,45750,1150,4300,15000,4500,187500,2500,2775,6000,500,1000
AR138151437006798848,MEDIA MATTERS FOR AMERICA,EIN ID 47-0928008,US,US-Federal,47,5700,5050,404000,9875,37400,130000,37500,1612500,21700,23925,52500,4400,8400
AR138215002522779648,"DAVID STEMERMAN FOR GOVERNOR, INC.",EIN ID 82-2918518,US,US-Federal,5,3500,3000,237500,5825,22000,77000,22000,960000,12800,13875,30750,2650,5000
AR138287295412305920,CONCERNED CITIZEN,FEC ID C00740514,US,US-Federal,10,4300,3750,322000,7325,28300,100000,28000,1312500,16700,18150,39000,3350,6600
AR138361168849797120,GEORGIANS FOR TED TERRY,FEC ID C00711804,US,US-Federal,6,900,800,60750,1550,5800,20000,6000,255000,3400,3750,8250,700,1400
AR139173707942723584,MCLENDON FOR CONGRESS,EIN ID 84-2453146,US,US-Federal,7,300,250,18750,450,1700,6000,2000,75000,1000,1125,2250,200,400
AR139277336913641472,CATHY MCMORRIS RODGERS FOR CONGRESS,FEC ID C00390476,US,US-Federal,76,23900,20650,1697750,40400,153200,531000,154000,6675000,88700,96000,213750,18350,35800
AR139287576115675136,VOTE KATHY LYNCH,EIN ID 82-5462271,US,US-Federal,6,400,300,25750,600,2300,8000,2500,97500,1300,1425,3000,250,600
AR139352447301713920,CANDELORA FOR STATE REP,EIN ID 26-2187376,US,US-Federal,1,0,0,1750,50,200,1000,0,7500,100,75,0,0,0
AR139371345157816320,Uusmaalaisten puolesta ry,,"EU, FI",EU-Parliament,2,1000,850,67750,1700,6500,22000,6500,277500,3700,4125,9000,750,1400
AR139422335009554432,CASA GRANDE VALLEY NEWSPAPERS INC.,EIN ID 86-0166657,US,US-Federal,18,1200,1100,91500,2125,8200,29000,8000,375000,4800,5250,11250,950,2000
AR13956101091360768,COMMITTEE FOR COLORADOS SHARED HERITAGE,EIN ID 83-0965884,US,US-Federal,47,138100,120550,10104250,235825,896000,3111000,899500,38977500,519600,562125,1249500,106300,209600
AR139975251919372288,KEAN FOR CONGRESS INC,FEC ID C00703058,US,US-Federal,325,74200,63200,5487500,123675,476200,1665000,470500,22387500,279700,306150,655500,56750,112400
AR140403236820484096,Need to Impeach,EIN ID 38-4081998,US,US-Federal,2427,4005800,3519750,284568750,6884225,26123300,90595000,26267500,1131847500,15122500,16564500,36759000,3090100,5993600
AR140414231936761856,ASSOCIATED BUILDERS AND CONTRACTORS INC.,FEC ID C90013798,US,US-Federal,40,416300,363300,30557750,710625,2699200,9392000,2710500,117510000,1564300,1695600,3761250,319950,633400
AR140614480491970560,DONALD NORCROSS FOR CONGRESS,FEC ID C00558320,US,US-Federal,21,8900,8000,631750,15675,59600,205000,60000,2662500,34400,38175,85500,6900,13800
AR140649527425105920,FRIENDS OF DAN FEEHAN,FEC ID C00649327,US,US-Federal,65,89000,77150,6564750,150925,576400,2009000,575000,25845000,336000,365250,801000,68600,135800
AR140916846189608960,"GADE FOR VIRGINIA, INC.",FEC ID C00716571,US,US-Federal,3,100,100,8500,200,800,3000,1000,37500,500,525,1500,100,200
AR141456019204079616,Birchwood & Saks Investment Finland Oy,,"EU, FI",EU-Parliament,1,0,0,0,0,0,0,0,0,0,0,0,0,0
AR141874726975832064,DANIEL KEMPH FOR CONGRESS,FEC ID C00717660,US,US-Federal,13,100,100,7500,175,700,2000,500,30000,400,450,750,100,200
AR141963512539774976,THE SUBURBAN REPUBLICAN FOUNDATION,Registered in Illinois,US,US-Federal,3,1800,1650,136250,3225,12500,43000,12500,555000,7200,7950,18000,1450,3000
AR142044670241800192,XOCHIL PENA RODRIGUEZ CAMPAIGN,EIN ID 84-2904389,US,US-Federal,9,1400,1250,98500,2450,9300,32000,9500,420000,5400,6000,13500,1050,2200
AR142422833522278400,MCGUIRE FOR VIRGINIA,FEC ID C00727594,US,US-Federal,3,900,750,65750,1500,5800,20000,5500,270000,3400,3750,8250,700,1400
AR142481313796980736,FREEDOM CLUB STATE PAC,EIN ID 41-1858156,US,US-Federal,7,6500,5600,475500,10975,41600,144000,42000,1822500,24100,26175,58500,4950,10000
AR142587073071677440,CORAL4AZ,Registered in Arizona 100008,US,US-Federal,2,1500,1250,108500,2425,9400,33000,9500,442500,5500,6000,12750,1100,2200
AR14264926419812352,"SOUND OF HOPE RADIO NETWORK, INC",EIN ID 72-1562499,US,US-Federal,1,0,0,1750,50,200,1000,0,7500,100,75,0,0,0
AR142665275836203008,MONDAIRE FOR CONGRESS,FEC ID C00711150,US,US-Federal,20,14100,12450,1065750,24350,94200,332000,93000,4312500,55400,60225,130500,11200,21800
AR142730147022241792,MIMI ROCAH FOR DISTRICT ATTORNEY,EIN ID 84-3726450,US,US-Federal,2,5800,5250,434250,10250,39600,140000,39000,1830000,23400,25350,55500,4650,9200
AR14302447254110208,DONNELLY FOR INDIANA,FEC ID C00393652,US,US-Federal,67,57300,49650,4145750,97100,368600,1280000,370500,16080000,213600,231375,515250,43900,86800
AR143043713994588160,JIM JORDAN FOR CONGRESS,FEC ID C00416594,US,US-Federal,122,16900,14850,1223250,29100,111200,387000,111000,5077500,64800,71250,156000,13200,26000
AR14309319201783808,Partij van de Arbeid,,"EU, NL",EU-Parliament,5,10200,9200,715500,17950,68200,237000,68500,2992500,39500,43725,99000,8050,15800
AR143311032759091200,"MCCAUL FOR CONGRESS, INC",FEC ID C00392688,US,US-Federal,36,11200,10000,833000,19575,75400,264000,74500,3465000,44200,48300,105750,8850,17600
AR14346840036081664,CDU-Fraktion Berlin,,"DE, EU",EU-Parliament,7,1200,1100,85500,2125,8100,28000,8000,360000,4600,5175,11250,900,1800
AR143667824282304512,Komitet Wyborczy Wyborców Rozwój Podkarpacia,,"EU, PL",EU-Parliament,36,1000,900,70500,1775,6700,23000,6500,300000,3900,4275,9750,800,1600
AR143716065354973184,NADLER FOR CONGRESS,FEC ID C00290825,US,US-Federal,39,6900,6100,518500,11950,46200,163000,45500,2100000,27200,29475,64500,5500,10600
AR143810966952345600,Media Projekt Michał Siniarski,,"EU, PL",EU-Parliament,89,12900,11450,978000,22425,86900,306000,85500,4012500,51100,55500,120750,10350,20000
AR143844502056992768,FRIENDS OF MEGHAN SCHROEDER,EIN ID 83-1669394,US,US-Federal,6,800,700,61250,1350,5200,18000,5000,247500,3100,3375,7500,650,1200
AR143958782546804736,FRIENDS OF TATE REEVES FOR MISSISSIPPI,EIN ID 82-5231016,US,US-Federal,295,270500,241700,19031250,472700,1792700,6198000,1804500,78855000,1036400,1144875,2574750,213650,414800
